run_id,satellite_id,model,target,n_samples,shapiro_w,p_value,hypothesis_result,alpha,mean,std,mae,rmse,qq_outlier_count
official_competition_run,MEO-2,geo_moe,clock_error_m,18,0.7267049611686749,0.0001660636513848376,1,0.05,0.008622426309884471,0.05587379940447847,0.031008199446638296,0.05497990393296812,1
official_competition_run,MEO-2,bilstm_gru,x_error_m,18,0.8434047407276701,0.0066769098250761445,1,0.05,0.13238956941860067,0.22580410877249676,0.17656416684202383,0.25628471469901193,0
official_competition_run,MEO-2,bilstm_gru,y_error_m,18,0.8719963520906965,0.019195469461273026,1,0.05,-0.03232273340034069,0.06223323714523638,0.05568427009636043,0.06857528401335844,1
official_competition_run,MEO-2,bilstm_gru,z_error_m,18,0.8253635042785407,0.003546453085023756,1,0.05,0.05704881265148839,0.2285881855514566,0.15283778752211313,0.22935606745383966,1
official_competition_run,MEO-2,bilstm_gru,clock_error_m,18,0.7121658990200858,0.00011098313489206174,1,0.05,0.0032742721566072076,0.05218673945513275,0.028436681566634717,0.05082197885270377,1
official_competition_run,MEO-2,transformer,x_error_m,18,0.852179076659553,0.009167739023493795,1,0.05,0.19100706006553594,0.22943115006580034,0.20778523685634806,0.29359492506745816,0
official_competition_run,MEO-2,transformer,y_error_m,18,0.8590870675721952,0.01181854581913448,1,0.05,0.016861175156621843,0.058467547749130114,0.04130262563582642,0.05926920995408568,1
official_competition_run,MEO-2,transformer,z_error_m,18,0.8133736841090118,0.002361373107923603,1,0.05,0.06534648505771139,0.2234108138399615,0.15460530312476614,0.226736949343891,1
official_competition_run,MEO-2,transformer,clock_error_m,18,0.7119495151483527,0.00011032831306538373,1,0.05,-0.0024824576670853483,0.052039118854116446,0.030122964418187872,0.05063382426696289,1
official_competition_run,MEO-2,decoupled_clock,x_error_m,18,0.8264618409272788,0.0036830646585807457,1,0.05,0.06710678770301799,0.21843061874986694,0.15496980156455742,0.22263106947635838,0
official_competition_run,MEO-2,decoupled_clock,y_error_m,18,0.9241158509182331,0.15289044595006474,0,0.05,-0.08010533634766265,0.11832205018116593,0.12304972250345173,0.14013988981430162,0
official_competition_run,MEO-2,decoupled_clock,z_error_m,18,0.8392899258596096,0.005766704947424024,1,0.05,-0.0038889849492013654,0.2231141586735366,0.13687370780684147,0.21686286095147178,1
official_competition_run,MEO-2,decoupled_clock,clock_error_m,18,0.7104063004302106,0.00010577597324086531,1,0.05,0.014639669149326743,0.05253055349429423,0.030420934679648,0.0531081508117157,1
official_competition_run,MEO-2,nhits,x_error_m,18,0.8910499003610647,0.040226825279471995,1,0.05,0.14725118469476325,0.23063755740107086,0.19501117826870487,0.2681816356003532,0
official_competition_run,MEO-2,nhits,y_error_m,18,0.908587565221543,0.08124267708428667,0,0.05,0.08789356570595726,0.05988196336540501,0.08870340380073086,0.10541306639057837,0
official_competition_run,MEO-2,nhits,z_error_m,18,0.8580229858770655,0.011362238104348372,1,0.05,-0.21769565427005755,0.2163043424104296,0.22956138214904984,0.3026213096760238,1
official_competition_run,MEO-2,nhits,clock_error_m,18,0.7048413454069961,9.095230832063563e-05,1,0.05,0.012150209200714118,0.0551125720259837,0.030335450309903225,0.054920660768060695,1
