dataset,validation_day,variable,sample_index,residual
MEO2,2025-09-09,x_error (m),3,0.05227975900000001
MEO2,2025-09-09,x_error (m),4,-0.0015849919999999934
MEO2,2025-09-09,x_error (m),5,0.008173514000000007
MEO2,2025-09-09,x_error (m),6,0.039919298000000006
MEO2,2025-09-09,x_error (m),7,-0.569322668
MEO2,2025-09-09,x_error (m),8,0.03722275400000001
MEO2,2025-09-09,x_error (m),9,0.022965044000000004
MEO2,2025-09-09,x_error (m),10,-0.60515823
MEO2,2025-09-09,x_error (m),11,0.03900502800000001
MEO2,2025-09-09,x_error (m),12,-0.0007256209999999957
MEO2,2025-09-09,x_error (m),13,0.006903567000000006
MEO2,2025-09-09,x_error (m),14,-0.0016922889999999996
MEO2,2025-09-09,x_error (m),15,-0.024894417999999988
MEO2,2025-09-09,x_error (m),16,0.051361274000000005
MEO2,2025-09-09,x_error (m),17,-0.05490229399999999
MEO2,2025-09-09,x_error (m),18,-0.007867858999999991
MEO2,2025-09-09,x_error (m),19,-0.001408648999999998
MEO2,2025-09-09,x_error (m),20,-0.003789752999999993
MEO2,2025-09-09,x_error (m),21,-0.07315739199999999
MEO2,2025-09-09,x_error (m),22,-0.005107990999999992
MEO2,2025-09-09,x_error (m),23,-0.0006939559999999956
MEO2,2025-09-09,x_error (m),24,-0.05001760799999999
MEO2,2025-09-09,x_error (m),25,0.029383157000000007
MEO2,2025-09-09,x_error (m),26,-0.017937755
MEO2,2025-09-09,x_error (m),27,-0.23255328599999997
MEO2,2025-09-09,x_error (m),28,0.04301358000000001
MEO2,2025-09-09,x_error (m),29,0.011789214000000006
MEO2,2025-09-09,x_error (m),30,0.0015949120000000039
MEO2,2025-09-09,x_error (m),31,-0.025594917999999994
MEO2,2025-09-09,x_error (m),32,0.028317366000000004
MEO2,2025-09-09,x_error (m),33,0.06198805600000001
MEO2,2025-09-09,y_error (m),0,0.530921135
MEO2,2025-09-09,y_error (m),1,-0.08556833500000001
MEO2,2025-09-09,y_error (m),2,-0.11643986
MEO2,2025-09-09,y_error (m),3,-0.107710365
MEO2,2025-09-09,y_error (m),4,-0.071790222
MEO2,2025-09-09,y_error (m),5,-0.112656288
MEO2,2025-09-09,y_error (m),6,-0.09850950900000001
MEO2,2025-09-09,y_error (m),7,-0.003442908999999994
MEO2,2025-09-09,y_error (m),8,-0.130705233
MEO2,2025-09-09,y_error (m),9,-0.161109403
MEO2,2025-09-09,y_error (m),10,-0.303879644
MEO2,2025-09-09,y_error (m),11,-0.185943149
MEO2,2025-09-09,y_error (m),12,-0.121790763
MEO2,2025-09-09,y_error (m),13,-0.148851193
MEO2,2025-09-09,y_error (m),14,-0.175082341
MEO2,2025-09-09,y_error (m),15,-0.18492814900000001
MEO2,2025-09-09,y_error (m),16,-0.135482121
MEO2,2025-09-09,y_error (m),17,-0.236693777
MEO2,2025-09-09,y_error (m),18,-0.230644669
MEO2,2025-09-09,y_error (m),19,-0.248135067
MEO2,2025-09-09,y_error (m),20,-0.27416460600000003
MEO2,2025-09-09,y_error (m),21,-0.276449386
MEO2,2025-09-09,y_error (m),22,-0.30931401599999997
MEO2,2025-09-09,y_error (m),23,-0.33794903
MEO2,2025-09-09,y_error (m),24,-0.34499374
MEO2,2025-09-09,y_error (m),25,-0.350067407
MEO2,2025-09-09,y_error (m),26,-0.325378563
MEO2,2025-09-09,y_error (m),27,-0.8673851340000001
MEO2,2025-09-09,y_error (m),28,-0.278934626
MEO2,2025-09-09,y_error (m),29,-0.246492836
MEO2,2025-09-09,y_error (m),30,-0.238440538
MEO2,2025-09-09,y_error (m),31,-0.251479562
MEO2,2025-09-09,y_error (m),32,-0.196381013
MEO2,2025-09-09,y_error (m),33,-0.26058348
MEO2,2025-09-09,z_error (m),0,-0.542963689
MEO2,2025-09-09,z_error (m),1,-0.013478496999999992
MEO2,2025-09-09,z_error (m),2,0.0009554300000000071
MEO2,2025-09-09,z_error (m),3,-0.004175735999999999
MEO2,2025-09-09,z_error (m),4,-0.040766725000000004
MEO2,2025-09-09,z_error (m),5,-0.023785898
MEO2,2025-09-09,z_error (m),6,-0.01789645999999999
MEO2,2025-09-09,z_error (m),7,-0.5928178040000001
MEO2,2025-09-09,z_error (m),8,0.06390200200000001
MEO2,2025-09-09,z_error (m),9,0.019770375000000007
MEO2,2025-09-09,z_error (m),10,0.884085264
MEO2,2025-09-09,z_error (m),11,0.107233532
MEO2,2025-09-09,z_error (m),12,0.151565207
MEO2,2025-09-09,z_error (m),13,0.112001974
MEO2,2025-09-09,z_error (m),14,0.17834603300000001
MEO2,2025-09-09,z_error (m),15,0.184894093
MEO2,2025-09-09,z_error (m),16,0.13437484900000002
MEO2,2025-09-09,z_error (m),17,0.26604389500000003
MEO2,2025-09-09,z_error (m),18,0.225235601
MEO2,2025-09-09,z_error (m),19,0.21932990000000002
MEO2,2025-09-09,z_error (m),20,0.259917163
MEO2,2025-09-09,z_error (m),21,0.262469361
MEO2,2025-09-09,z_error (m),22,0.225466384
MEO2,2025-09-09,z_error (m),23,0.255279129
MEO2,2025-09-09,z_error (m),24,0.22710482
MEO2,2025-09-09,z_error (m),25,0.25234829599999997
MEO2,2025-09-09,z_error (m),26,0.195416434
MEO2,2025-09-09,z_error (m),27,0.426754274
MEO2,2025-09-09,z_error (m),28,0.138838593
MEO2,2025-09-09,z_error (m),29,0.09365272200000001
MEO2,2025-09-09,z_error (m),30,0.105679251
MEO2,2025-09-09,z_error (m),31,0.08179253
MEO2,2025-09-09,z_error (m),32,0.116233695
MEO2,2025-09-09,z_error (m),33,0.147863399
MEO2,2025-09-09,satclockerror (m),0,0.126647654
MEO2,2025-09-09,satclockerror (m),1,0.0174502
MEO2,2025-09-09,satclockerror (m),2,0.032346227
MEO2,2025-09-09,satclockerror (m),3,0.014895998
MEO2,2025-09-09,satclockerror (m),4,0.014895967999999999
MEO2,2025-09-09,satclockerror (m),5,0.032346227
MEO2,2025-09-09,satclockerror (m),6,-0.002554231
MEO2,2025-09-09,satclockerror (m),7,0.08067148299999999
MEO2,2025-09-09,satclockerror (m),8,0.027219746
MEO2,2025-09-09,satclockerror (m),9,-0.0076806819999999994
MEO2,2025-09-09,satclockerror (m),10,-0.06798912200000001
MEO2,2025-09-09,satclockerror (m),11,-0.012789146
MEO2,2025-09-09,satclockerror (m),12,-0.010234884
MEO2,2025-09-09,satclockerror (m),13,-0.010234914
MEO2,2025-09-09,satclockerror (m),14,-0.027685144
MEO2,2025-09-09,satclockerror (m),15,-0.010234884
MEO2,2025-09-09,satclockerror (m),16,-0.010234914
MEO2,2025-09-09,satclockerror (m),17,-0.010234914
MEO2,2025-09-09,satclockerror (m),18,-0.010234914
MEO2,2025-09-09,satclockerror (m),19,-0.027685114
MEO2,2025-09-09,satclockerror (m),20,-0.010234914
MEO2,2025-09-09,satclockerror (m),21,0.007215315
MEO2,2025-09-09,satclockerror (m),22,0.007215285
MEO2,2025-09-09,satclockerror (m),23,0.007215315
MEO2,2025-09-09,satclockerror (m),24,-0.010234914
MEO2,2025-09-09,satclockerror (m),25,-0.010234884
MEO2,2025-09-09,satclockerror (m),26,0.024665515
MEO2,2025-09-09,satclockerror (m),27,0.041373278
MEO2,2025-09-09,satclockerror (m),28,-0.027685144
MEO2,2025-09-09,satclockerror (m),29,-0.025130882
MEO2,2025-09-09,satclockerror (m),30,-0.0076806819999999994
MEO2,2025-09-09,satclockerror (m),31,-0.0076806819999999994
MEO2,2025-09-09,satclockerror (m),32,-0.0076806819999999994
MEO2,2025-09-09,satclockerror (m),33,-0.022558663
